x_m,y_m,along_m,lateral_m,expected_area_m2,mc_se_m2,no_signal_probability,within_5pct,guaranteed_reception,certificate_margin_m
-13.172798364529626,1601.0407640085655,150.0,-1000.0,19384.602,262.1077,0.47770208,False,False,-695.5606024237159
-27.314933988260577,1586.8986283848346,170.0,-1000.0,18540.617,256.06183,0.45529065,False,False,-679.682974487177
-41.45706961199153,1572.7564927611036,190.00000000000003,-1000.0,17670.695,248.54137,0.43216804,False,False,-663.8942373458437
-55.59920523572248,1558.6143571373727,210.00000000000003,-1000.0,16782.645,239.70712,0.4085516,False,False,-648.1969455630367
-69.74134085945343,1544.4722215136417,229.99999999999997,-1000.0,15881.977,229.68886,0.384596,False,False,-632.593736865954
-83.88347648318438,1530.3300858899108,250.0,-1000.0,14970.724,218.47322,0.3603559,False,False,-617.0873346682785
-98.02561210691533,1516.18795026618,270.0,-1000.0,14047.903,205.8931,0.3358009,False,False,-601.6805506202458
-112.16774773064628,1502.045814642449,290.0,-1000.0,13124.936,192.49962,0.31125128,False,False,-586.376287179618
-126.30988335437723,1487.9036790187179,310.0,-1000.0,12201.938,178.19977,0.28670943,False,False,-571.1775401960169
-140.45201897810819,1473.761543394987,330.0,-1000.0,11273.732,162.68039,0.26204044,False,False,-556.0874015000003
-154.59415460183914,1459.6194077712562,350.0,-1000.0,10340.225,146.0288,0.2372355,False,False,-541.1090614870965
-168.7362902255701,1445.4772721475251,370.0,-1000.0,9399.223,129.42313,0.21226087,False,False,-526.2458116857374
-182.87842584930104,1431.335136523794,390.0,-1000.0,8495.069,115.067535,0.18827808,False,False,-511.5010472966509
-197.020561473032,1417.1930009000632,410.0,-1000.0,7642.426,103.68131,0.16572338,False,False,-496.87826968978646
-211.16269709676294,1403.0508652763324,430.0,-1000.0,6872.1387,94.29549,0.14545473,False,False,-482.3810888432521
-225.30483272049378,1388.9087296526013,450.0,-1000.0,6180.967,86.024445,0.12736747,False,False,-468.0132257070173
-239.44696834422484,1374.7665940288703,470.00000000000006,-1000.0,5562.3955,78.63829,0.11126332,False,False,-453.7785144723176
-253.5891039679559,1360.6244584051394,490.0,-1000.0,5024.5728,71.895546,0.097348765,False,False,-439.6809047257504
-267.73123959168674,1346.4823227814084,510.00000000000006,-1000.0,4566.124,65.64238,0.085571826,False,False,-425.72446346500345
-281.8733752154176,1332.3401871576775,530.0,-1000.0,4181.7246,59.84607,0.075775936,False,False,-411.913376951004
-296.01551083914865,1318.1980515339465,550.0,-1000.0,3854.6907,54.708115,0.06750214,False,False,-398.2519523690304
-310.1576464628797,1304.0559159102156,570.0,-1000.0,3575.4932,50.46433,0.060488142,False,False,-384.7446192689905
-324.29978208661055,1289.9137802864848,590.0,-1000.0,3344.2305,47.205635,0.0547321,False,False,-371.39593075269045
-338.4419177103414,1275.7716446627537,610.0,-1000.0,3159.4678,45.009155,0.050191674,False,False,-358.2105643734532
-352.58405333407245,1261.6295090390227,630.0,-1000.0,3014.0369,44.00527,0.046672482,False,False,-345.1933227110039
-366.7261889578035,1247.4873734152918,650.0,-1000.0,2905.6165,44.201614,0.044110622,False,False,-332.34913358206813
-380.86832458153435,1233.345237791561,670.0,-1000.0,2830.978,45.534527,0.04241863,False,False,-319.68304984473605
-395.0104602052654,1219.20310216783,690.0,-1000.0,2788.8599,47.844463,0.04156226,False,False,-307.2002487523174
-409.15259582899625,1205.0609665440988,710.0,-1000.0,2772.5654,51.02313,0.041363575,False,False,-294.90603081024267
-423.2947314527273,1190.918830920368,730.0,-1000.0,2782.904,54.865097,0.041843075,False,False,-282.8058180875832
-437.43686707645816,1176.7766952966372,750.0,-1000.0,2818.165,59.22616,0.042955216,False,False,-270.9051519330505
-451.579002700189,1162.634559672906,770.0,-1000.0,2878.1265,63.97371,0.0446937,False,False,-262.1014222319853
-465.72113832392006,1148.4924240491753,789.9999999999999,-1000.0,2961.4656,69.01949,0.04702326,False,False,-274.40182046323207
-479.8632739476511,1134.3502884254442,810.0,-1000.0,3068.4043,74.28684,0.049949706,False,False,-286.89548915209116
-494.00540957138196,1120.2081528017134,830.0,-1000.0,3196.7112,79.747086,0.05341446,False,False,-299.57685421063115
-508.1475451951128,1106.0660171779823,850.0,-1000.0,3345.2546,85.37246,0.057387903,False,False,-312.4404748406688
-522.2896808188439,1091.9238815542515,869.9999999999999,-1000.0,3512.6492,91.14991,0.061833754,False,False,-325.48104475318695
-536.4318164425749,1077.7817459305202,890.0000000000001,-1000.0,3697.6807,97.07321,0.066720404,False,False,-338.6933928274989
-550.573952066306,1063.6396103067896,910.0,-1000.0,3899.9434,103.13208,0.07203735,False,False,-352.0724832641185
-564.7160876900368,1049.4974746830585,930.0,-1000.0,4118.771,109.324905,0.07776749,False,False,-365.61341528267076
-578.8582233137677,1035.3553390593274,950.0,-1000.0,4354.159,115.64402,0.0839111,False,False,-379.31142241337216
-593.0003589374987,1021.2132034355967,969.9999999999999,-1000.0,4606.288,122.08109,0.09047335,False,False,-393.1618714277247
-607.1424945612298,1007.0710678118656,990.0,-1000.0,4875.585,128.62526,0.09746596,False,False,-407.1602609511114
-621.2846301849606,992.9289321881347,1010.0,-1000.0,5161.8877,135.27452,0.104885265,False,False,-421.3022197970424
-635.4267658086915,978.7867965644037,1030.0,-1000.0,5464.55,142.0342,0.11271499,False,False,-435.58350505987636
-649.5689014324225,964.6446609406728,1050.0,-1000.0,5784.0957,148.89264,0.12096942,False,False,-449.9999999999999
-663.7110370561536,950.5025253169418,1070.0,-1000.0,6120.8896,155.8405,0.12965882,False,False,-464.5477117526763
-677.8531726798844,936.3603896932109,1090.0,-1000.0,6474.7104,162.87712,0.13877816,False,False,-479.2227688891218
-691.9953083036153,922.2182540694799,1110.0,-1000.0,6845.3535,170.00143,0.14832276,False,False,-494.02141885583416
-706.1374439273463,908.076118445749,1130.0,-1000.0,7232.665,177.21175,0.15828939,False,False,-508.94002531578445
-720.2795795510774,893.933982822018,1150.0,-1000.0,7636.051,184.44073,0.16866386,False,False,-523.9750654128171
-734.4217151748082,879.7918471982871,1170.0,-1000.0,8055.3643,191.66501,0.17944339,False,False,-539.1231269784754
-748.5638507985391,865.6497115745561,1190.0,-1000.0,8489.156,198.84132,0.19059138,False,False,-554.3809056984715
-762.7059864222701,851.5075759508252,1210.0,-1000.0,8935.352,205.8898,0.20205526,False,False,-569.7452022541747
-776.8481220460012,837.3654403270942,1230.0,-1000.0,9393.24,212.79265,0.21381748,False,False,-585.2129194527779
-790.990257669732,823.2233047033633,1250.0,-1000.0,9863.365,219.56647,0.22589312,False,False,-600.7810593582122
-805.1323932934629,809.0811690796323,1270.0,-1000.0,10343.727,226.14806,0.23823145,False,False,-616.4467204334326
-819.274528917194,794.9390334559015,1290.0,-1000.0,10833.783,232.5301,0.25081944,False,False,-632.2070947033653
-833.416664540925,780.7968978321705,1310.0,-1000.0,11334.252,238.72563,0.26367685,False,False,-648.0594649465776
-847.5588001646558,766.6547622084396,1330.0,-1000.0,11845.508,244.82822,0.27681386,False,False,-664.0012019226431
-861.7009357883867,752.5126265847086,1350.0,-1000.0,12365.254,250.7343,0.29017204,False,False,-680.0297616411444
-875.8430714121178,738.3704909609777,1370.0,-1000.0,12892.983,256.40222,0.30373967,False,False,-696.1426826773743
-889.9852070358488,724.2283553372467,1390.0,-1000.0,13430.449,261.91666,0.31756315,False,False,-712.337583538947
-904.1273426595797,710.0862197135158,1410.0,-1000.0,13971.761,267.0624,0.33149034,False,False,-728.6121600868137
-918.2694782833105,695.9440840897848,1430.0,-1000.0,14516.966,271.91873,0.34552306,False,False,-744.9641830135083
-932.4116139070416,681.8019484660539,1450.0,-1000.0,15065.769,276.4324,0.35965472,False,False,-761.3914953808537
-946.5537495307726,667.6598128423228,1470.0,-1000.0,15621.707,280.79007,0.37397832,False,False,-777.8920102188434
-960.6958851545037,653.517677218592,1490.0,-1000.0,16181.169,284.96198,0.38840002,False,False,-794.4637081869336
-974.8380207782343,639.3755415948609,1510.0,-1000.0,16745.639,288.93115,0.4029602,False,False,-811.1046352985794
-988.9801564019654,625.2334059711301,1530.0,-1000.0,17315.01,292.5906,0.41765773,False,False,-827.8129007094793
-1003.1222920256964,611.091270347399,1550.0000000000002,-1000.0,17886.11,295.82553,0.43241036,False,False,-844.5866745696719
-1017.2644276494275,596.9491347236682,1570.0,-1000.0,18460.988,298.85284,0.44727236,False,False,-861.4241859393575
-1031.406563273158,582.8069990999371,1590.0,-1000.0,19038.979,301.5763,0.46222743,False,False,-878.3237207680685
-1045.5486988968892,568.6648634762065,1609.9999999999998,-1000.0,19614.945,303.90518,0.47714105,False,False,-895.2836199366045
-1059.6908345206202,554.5227278524752,1630.0,-1000.0,20187.203,305.7747,0.4919693,False,False,-912.3022773609824
-1073.8329701443513,540.3805922287441,1650.0000000000002,-1000.0,20759.22,307.26987,0.5068046,False,False,-929.3781381574738
-1087.975105768082,526.2384566050133,1670.0,-1000.0,21336.566,308.41684,0.5217956,False,False,-946.5096968677036
-1102.117241391813,512.0963209812825,1690.0,-1000.0,21914.012,309.23062,0.5368043,False,False,-963.6954957426572
-1116.259377015544,497.95418535755164,1709.9999999999998,-1000.0,22491.283,309.73505,0.55182457,False,False,-980.9341230843592
-1130.401512639275,483.8120497338206,1730.0,-1000.0,23069.727,309.98856,0.56689286,False,False,-998.2242116439286
-1144.5436482630057,469.6699141100895,1750.0,-1000.0,23648.355,309.86774,0.58198404,False,False,-1015.5644370746377
283.81204973382046,1869.7413408594534,-250.0,-980.0,31576.188,234.46883,0.7995062,False,False,-1018.4389627365267
269.6699141100894,1855.5992052357226,-229.99999999999997,-980.0,31093.086,240.66113,0.78682816,False,False,-1001.1259292167306
255.52777848635856,1841.4570696119918,-210.00000000000003,-980.0,30586.621,246.51881,0.773525,False,False,-983.8634335241275
241.3856428626276,1827.3149339882607,-190.00000000000003,-980.0,30053.863,251.97127,0.75951743,False,False,-966.6528064619735
227.24350723889665,1813.1727983645296,-170.0,-980.0,29504.465,257.14868,0.74506724,False,False,-949.4954217579926
213.1013716151657,1799.0306627407988,-150.0,-980.0,28934.271,261.93304,0.73006076,False,False,-932.3926976021177
198.95923599143475,1784.888527117068,-130.0,-980.0,28344.213,266.29822,0.7145227,False,False,-915.3460982382809
184.8171003677038,1770.746391493337,-110.0,-980.0,27736.895,270.2522,0.69852304,False,False,-898.3571356115325
170.67496474397285,1756.6042558696058,-90.0,-980.0,27111.426,273.73117,0.6820366,False,False,-881.4273710717188
156.5328291202419,1742.462120245875,-70.0,-980.0,26474.982,276.87146,0.6652603,False,False,-864.5584171348603
142.39069349651095,1728.3199846221441,-50.0,-980.0,25823.52,279.50125,0.64808106,False,False,-847.7519393032907
128.24855787278,1714.177848998413,-30.0,-980.0,25155.148,281.5947,0.6304474,False,False,-831.0096579454976
114.10642224904905,1700.035713374682,-10.0,-980.0,24466.652,283.0094,0.6122688,False,False,-814.3333502364732
99.96428662531798,1685.8935777509514,10.0,-980.0,23753.523,283.60422,0.5934213,False,False,-797.7248521592288
85.82215100158703,1671.7514421272203,30.0,-980.0,23017.16,283.3433,0.57394266,False,False,-781.1860605679401
71.68001537785608,1657.6093065034893,50.0,-980.0,22261.48,282.31683,0.55394155,False,False,-764.7189353129735
57.53787975412513,1643.4671708797584,70.0,-980.0,21482.678,280.31616,0.5333103,False,False,-748.3255014278008
43.39574413039418,1629.3250352560276,90.0,-980.0,20689.488,277.54428,0.5122912,False,False,-732.0078513775243
29.253608506663227,1615.1828996322965,110.0,-980.0,19879.162,273.84616,0.4908057,False,False,-715.7681473684036
15.111472882932276,1601.0407640085655,130.0,-980.0,19048.355,269.11243,0.46876264,False,False,-699.6086237174195
0.9693372592013247,1586.8986283848346,150.0,-980.0,18193.078,263.04443,0.4460479,False,False,-683.5315892804736
-13.172798364529626,1572.7564927611038,170.0,-980.0,17307.846,255.44078,0.42251197,False,False,-667.5394299373714
-27.314933988260577,1558.6143571373727,190.00000000000003,-980.0,16403.203,246.53133,0.39844924,False,False,-651.6346111311877
-41.45706961199153,1544.4722215136417,210.00000000000003,-980.0,15484.272,236.40001,0.37400264,False,False,-635.8196804590312
-55.599205235722366,1530.3300858899108,229.99999999999997,-980.0,14554.941,225.09525,0.3492791,False,False,-620.0972703105526
-69.74134085945343,1516.18795026618,250.0,-980.0,13613.039,212.38377,0.3242143,False,False,-604.4701005498108
-83.88347648318438,1502.045814642449,270.0,-980.0,12668.378,198.77039,0.29908535,False,False,-588.9409812352806
-98.02561210691533,1487.9036790187179,290.0,-980.0,11724.156,184.2373,0.27397788,False,False,-573.512815371884
-112.16774773064628,1473.761543394987,310.0,-980.0,10773.828,168.44312,0.24872161,False,False,-558.1886016879245
-126.30988335437723,1459.6194077712562,330.0,-980.0,9816.629,151.4126,0.22329143,False,False,-542.9714374286992
-140.45201897810819,1445.4772721475251,350.0,-980.0,8849.756,134.03539,0.1976323,False,False,-527.8645211573579
-154.59415460183914,1431.335136523794,370.0,-980.0,7918.325,118.85738,0.17293128,False,False,-512.8711555522564
-168.7362902255701,1417.1930009000632,390.0,-980.0,7034.8438,106.485954,0.14956267,False,False,-497.9947501886098
-182.87842584930104,1403.0508652763324,410.0,-980.0,6237.717,96.25574,0.12859805,False,False,-483.23882429069806
-197.020561473032,1388.9087296526013,430.0,-980.0,5523.8975,87.16599,0.10993692,False,False,-468.6070094391721
-211.16269709676294,1374.7665940288703,450.0,-980.0,4886.7417,78.95727,0.09337491,False,False,-454.10305221620575
-225.304832720494,1360.6244584051394,470.00000000000006,-980.0,4337.6484,71.34964,0.07920483,False,False,-439.7308167692673
-239.44696834422484,1346.4823227814086,490.0,-980.0,3871.111,64.23463,0.06725955,False,False,-425.49428727221425
-253.5891039679559,1332.3401871576775,510.00000000000006,-980.0,3482.2478,57.52404,0.057392437,False,False,-411.3975702601783
-267.73123959168674,1318.1980515339465,530.0,-980.0,3148.3818,51.463123,0.048981957,False,False,-397.4448968123757
-281.8733752154176,1304.0559159102156,550.0,-980.0,2865.874,46.20803,0.041925736,False,False,-383.64062455450045
-296.01551083914865,1289.9137802864848,570.0,-980.0,2634.8818,41.848343,0.036222264,False,False,-369.9892394497792
-310.1576464628797,1275.7716446627537,590.0,-980.0,2447.552,38.57097,0.031657886,False,False,-356.4953573450965
-324.29978208661055,1261.6295090390227,610.0,-980.0,2299.0552,36.55693,0.028101068,False,False,-343.16372523583937
-338.4419177103414,1247.4873734152918,630.0,-980.0,2186.2495,35.900528,0.025466105,False,False,-329.99922221031164
-352.58405333407245,1233.345237791561,650.0,-980.0,2107.139,36.543495,0.023697954,False,False,-317.00686003173524
-366.7261889578035,1219.20310216783,670.0,-980.0,2057.9116,38.34742,0.022693641,False,False,-304.1917833130475
-380.86832458153435,1205.0609665440988,690.0,-980.0,2038.8834,41.08154,0.022460308,False,False,-291.5592692369497
-395.0104602052654,1190.918830920368,710.0,-980.0,2047.342,44.54407,0.022926595,False,False,-279.1147267710197
-409.15259582899625,1176.7766952966372,730.0,-980.0,2085.3652,48.49123,0.024145635,False,False,-266.86369532523764
-423.2947314527273,1162.634559672906,750.0,-980.0,2147.938,52.819378,0.025985654,False,False,-254.81184279705192
-437.43686707645816,1148.492424049175,770.0,-980.0,2231.3887,57.449787,0.028350342,False,False,-246.31456703353993
-451.579002700189,1134.3502884254444,789.9999999999999,-980.0,2334.5586,62.31025,0.031208554,False,False,-258.7692401707313
-465.72113832392006,1120.2081528017134,810.0,-980.0,2455.5464,67.371254,0.034510233,False,False,-271.4165328483031
-479.8632739476511,1106.0660171779823,830.0,-980.0,2592.865,72.62058,0.03821663,False,False,-284.25075433110027
-494.00540957138196,1091.9238815542512,850.0,-980.0,2743.167,78.07408,0.042240307,False,False,-297.2663566130126
-508.1475451951128,1077.7817459305206,869.9999999999999,-980.0,2905.6025,83.72829,0.04655903,False,False,-310.45793522722425
-522.2896808188439,1063.6396103067893,890.0000000000001,-980.0,3082.059,89.55513,0.051222123,False,False,-323.8202294873727
-536.4318164425749,1049.4974746830585,910.0,-980.0,3273.8174,95.53958,0.056263328,False,False,-337.3481222179961
-550.573952066306,1035.3553390593274,930.0,-980.0,3478.3276,101.710556,0.061616722,False,False,-351.0366390294529
-564.7160876900368,1021.2132034355966,950.0,-980.0,3697.6401,108.04023,0.0673362,False,False,-364.8809471891679
-578.8582233137677,1007.0710678118658,969.9999999999999,-980.0,3930.551,114.541336,0.073390864,False,False,-378.8763541376724
-593.0003589374987,992.9289321881347,990.0,-980.0,4177.5986,121.20385,0.079795316,False,False,-393.0183056945089
-607.1424945612298,978.7867965644037,1010.0,-980.0,4440.2456,128.00604,0.08658837,False,False,-407.302383995707
-621.2846301849606,964.6446609406728,1030.0,-980.0,4719.268,134.9347,0.09379098,False,False,-421.7243052012581
-635.4267658086915,950.5025253169418,1050.0,-980.0,5016.1187,141.96693,0.10144176,False,False,-436.2799170078233
-649.5689014324225,936.3603896932109,1070.0,-980.0,5331.2295,149.09328,0.10955275,False,False,-450.96519599885653
-663.7110370561536,922.2182540694799,1090.0,-980.0,5664.409,156.31224,0.118119754,False,False,-465.7762448614046
-677.8531726798844,908.076118445749,1110.0,-980.0,6016.8457,163.60199,0.12717468,False,False,-480.7092894960847
-691.9953083036153,893.933982822018,1130.0,-980.0,6388.914,170.95154,0.13672824,False,False,-495.7606760441324
-706.1374439273463,879.7918471982871,1150.0,-980.0,6780.294,178.3597,0.14677297,False,False,-510.9268678529746
-720.2795795510774,865.6497115745561,1170.0,-980.0,7189.43,185.7566,0.15726963,False,False,-526.2044423995104
-734.4217151748082,851.5075759508252,1190.0,-980.0,7615.7866,193.13162,0.16820535,False,False,-541.5900881881669
-748.5638507985391,837.3654403270942,1210.0,-980.0,8059.6826,200.41142,0.17959008,False,False,-557.0806016388491
-762.7059864222701,823.2233047033633,1230.0,-980.0,8517.156,207.53091,0.19132186,False,False,-572.6728839781018
-776.8481220460012,809.0811690796323,1250.0,-980.0,8988.896,214.47697,0.20341983,False,False,-588.3639381451596
-790.990257669732,794.9390334559014,1270.0,-980.0,9473.472,221.25577,0.21584758,False,False,-604.1508657230469
-805.1323932934629,780.7968978321705,1290.0,-980.0,9968.922,227.84036,0.2285552,False,False,-620.0308639035244
-819.274528917194,766.6547622084396,1310.0,-980.0,10473.783,234.22394,0.24150555,False,False,-636.0012224934309
-833.416664540925,752.5126265847086,1330.0,-980.0,10988.596,240.43459,0.25471365,False,False,-652.0593209688327
-847.5588001646558,738.3704909609777,1350.0,-980.0,11513.967,246.56393,0.2681958,False,False,-668.202625582396
-861.7009357883867,724.2283553372467,1370.0,-980.0,12047.978,252.45024,0.2819041,False,False,-684.4286865284621
-875.8430714121178,710.0862197135158,1390.0,-980.0,12589.971,258.14453,0.29582202,False,False,-700.7351351694948
-889.9852070358488,695.9440840897848,1410.0,-980.0,13140.055,263.6851,0.3099534,False,False,-717.1196813268434
-904.1273426595797,681.8019484660539,1430.0,-980.0,13693.547,268.8206,0.32417786,False,False,-733.5801106380982
-918.2694782833107,667.6598128423229,1450.0,-980.0,14252.465,273.6361,0.33854908,False,False,-750.114281982751
-932.4116139070416,653.5176772185919,1470.0,-980.0,14814.328,278.15308,0.35300264,False,False,-766.7201249773549
-946.5537495307726,639.375541594861,1490.0,-980.0,15382.443,282.51355,0.36762568,False,False,-783.3956375409242
-960.6958851545035,625.23340597113,1510.0,-980.0,15956.069,286.6562,0.38240033,False,False,-800.1388835309347
-974.8380207782345,611.0912703473991,1530.0,-980.0,16533.314,290.61053,0.3972777,False,False,-816.9479904499194
-988.9801564019656,596.9491347236681,1550.0000000000002,-980.0,17111.793,294.30518,0.41219628,False,False,-833.8211472223785
-1003.1222920256964,582.8069990999372,1570.0,-980.0,17691.793,297.60126,0.42716533,False,False,-850.7566020414463
-1017.2644276494273,568.6648634762062,1590.0,-980.0,18277.803,300.61786,0.44230384,False,False,-867.7526602845466
-1031.406563273158,554.5227278524756,1609.9999999999998,-980.0,18864.988,303.35434,0.4574852,False,False,-884.8076824970765
-1045.5486988968892,540.3805922287443,1630.0,-980.0,19450.658,305.66177,0.4726394,False,False,-901.9200824430034
-1059.6908345206202,526.2384566050132,1650.0000000000002,-980.0,20031.846,307.51205,0.4876889,False,False,-919.0883252211192
-1073.832970144351,512.0963209812824,1670.0,-980.0,20612.371,309.00998,0.502735,False,False,-936.3109254456011
-1087.9751057680821,497.9541853575515,1690.0,-980.0,21196.326,310.2399,0.51788723,False,False,-953.5864454894235
-1102.117241391813,483.8120497338207,1709.9999999999998,-980.0,21782.656,311.0347,0.53311926,False,False,-970.9134937891109
-1116.259377015544,469.6699141100896,1730.0,-980.0,22368.625,311.5195,0.5483587,False,False,-988.2907232092597
-1130.4015126392749,455.52777848635856,1750.0,-980.0,22955.988,311.7428,0.56365335,False,False,-1005.7168294652164
297.9541853575514,1855.5992052357226,-250.0,-960.0,30996.973,245.3557,0.7842796,False,False,-1008.5439258096073
283.81204973382046,1841.4570696119918,-229.99999999999997,-960.0,30482.984,251.45761,0.7707777,False,False,-991.1448566584216
269.6699141100895,1827.3149339882607,-210.00000000000003,-960.0,29941.975,257.11075,0.75655067,False,False,-973.7950700333363
255.52777848635856,1813.1727983645299,-190.00000000000003,-960.0,29383.95,262.44675,0.74187005,False,False,-956.4958770154662
241.3856428626276,1799.0306627407988,-170.0,-960.0,28805.863,267.36475,0.726652,False,False,-939.248631575935
227.24350723889665,1784.888527117068,-150.0,-960.0,28206.834,271.84106,0.71087307,False,False,-922.0547321446786
213.1013716151657,1770.746391493337,-130.0,-960.0,27591.416,275.86362,0.69465494,False,False,-904.915623236465
198.95923599143475,1756.6042558696058,-110.0,-960.0,26957.008,279.4063,0.67792714,False,False,-887.832797135643
184.8171003677038,1742.462120245875,-90.0,-960.0,26311.059,282.57205,0.6608938,False,False,-870.8077956411241
170.67496474397285,1728.3199846221441,-70.0,-960.0,25650.602,285.26917,0.64347243,False,False,-853.8422118730114
156.5328291202419,1714.177848998413,-50.0,-960.0,24973.75,287.398,0.62560964,False,False,-836.9376921422336
142.39069349651095,1700.035713374682,-30.0,-960.0,24276.877,288.8434,0.6072047,False,False,-820.0959378844432
128.24855787278,1685.8935777509512,-10.0,-960.0,23556.29,289.47656,0.58815527,False,False,-803.3187076593166
114.10642224904893,1671.7514421272203,10.0,-960.0,22812.516,289.188,0.5684736,False,False,-786.6078192162613
99.96428662531798,1657.6093065034893,30.0,-960.0,22050.527,288.0786,0.54829746,False,False,-769.9651516273707
85.82215100158703,1643.4671708797584,50.0,-960.0,21263.883,285.99252,0.5274496,False,False,-753.392647488268
71.68001537785608,1629.3250352560276,70.0,-960.0,20463.254,283.12918,0.5062249,False,False,-736.8923151872525
57.53787975412513,1615.1828996322965,90.0,-960.0,19643.586,279.37683,0.484484,False,False,-720.4662312429008
43.39574413039418,1601.0407640085655,110.0,-960.0,18803.94,274.58142,0.46219888,False,False,-704.1165427099661
29.253608506663227,1586.8986283848346,130.0,-960.0,17941.059,268.4873,0.43927604,False,False,-687.8454696530674
15.111472882932276,1572.7564927611038,150.0,-960.0,17048.207,260.7773,0.41552833,False,False,-671.6553076872639
0.9693372592013247,1558.6143571373727,170.0,-960.0,16134.986,251.64734,0.39122498,False,False,-655.5484305841424
-13.172798364529626,1544.4722215136417,190.00000000000003,-960.0,15206.249,241.31335,0.3665061,False,False,-639.5272929415459
-27.314933988260577,1530.3300858899108,210.00000000000003,-960.0,14267.785,229.7667,0.34152892,False,False,-623.5944329144672
-41.45706961199153,1516.18795026618,229.99999999999997,-960.0,13315.869,216.79439,0.31618768,False,False,-607.7524750039936
-55.59920523572248,1502.045814642449,250.0,-960.0,12359.089,202.79547,0.290725,False,False,-592.0041329004405
-69.74134085945343,1487.9036790187179,270.0,-960.0,11402.011,187.86807,0.2652668,False,False,-576.3522123759967
-83.88347648318438,1473.761543394987,290.0,-960.0,10440.002,171.65388,0.23969223,False,False,-560.7996142212863
-98.02561210691533,1459.6194077712562,310.0,-960.0,9470.006,154.14108,0.21391922,False,False,-545.3493372192361
-112.16774773064628,1445.4772721475251,330.0,-960.0,8488.308,135.79529,0.18786013,False,False,-530.004481148519
-126.30988335437723,1431.335136523794,350.0,-960.0,7531.6743,119.716934,0.16249342,False,False,-514.7682498075956
-140.45201897810819,1417.1930009000632,370.0,-960.0,6621.083,106.24218,0.1384023,False,False,-499.6439540490209
-154.59415460183914,1403.0508652763324,390.0,-960.0,5801.749,95.16939,0.11685574,False,False,-484.6350148121925
-168.7362902255701,1388.9087296526013,410.0,-960.0,5071.1943,85.32167,0.097770214,False,False,-469.74496614107005
-182.87842584930104,1374.7665940288703,430.0,-960.0,4424.0947,76.37486,0.080974154,False,False,-454.9774581716486
-197.020561473032,1360.6244584051394,450.0,-960.0,3870.9543,68.070145,0.06673406,False,False,-440.33626007201826
-211.16269709676294,1346.4823227814084,470.00000000000006,-960.0,3406.7324,60.267822,0.054892957,False,False,-425.82526291578404
-225.30483272049378,1332.3401871576775,490.0,-960.0,3016.9473,52.956654,0.045045063,False,False,-411.44848246738405
-239.44696834422484,1318.1980515339465,510.00000000000006,-960.0,2683.0852,46.296597,0.036679838,False,False,-397.21006185544553
-253.5891039679559,1304.0559159102156,530.0,-960.0,2405.057,40.36345,0.029787999,False,False,-383.1142741077884
-267.73123959168674,1289.9137802864848,550.0,-960.0,2177.934,35.286144,0.024232736,False,False,-369.16552451897917
